ASX Code,Company Name,Sub-Industry
UMAX,BetaShares S&P 500 Yield Maximiser Fund (Managed Fund) ETF,N/A
UNI,Universal Store Holdings Limited Ordinary,Apparel & Accessories Retailers
UNTO,Unith Ltd $0.06 Option Expiring 25-Jul-2024,Software
UNT,Unith Ltd Ordinary,Software
UNTOA,Unith Ltd $0.03 Option Expiring 31-Mar-2026,Software
UOS,United Overseas Australia Limited Ordinary,"Real Estate Rental, Devel & Operations"
URF,US Masters Residential Property Fund Ordinary Units,Residential REITs
URNM,BetaShares Global Uranium ETF,N/A
URW,Unibail-Rodamco-Westfield CDI 20:1 Foreign Exempt Xpar,Commercial REITs
US10,BetaShares US Treasury Bond 7-10YR CH ETF,N/A
USD,BetaShares U.S. Dollar ETF,N/A
USHY,Global X USD High Yield Bond ETF(Currency Hedged). ETF,N/A
USIG,Global X USD Corporate Bond ETF (Currency Hedged) ETF,N/A
USL,Unico Silver Limited Ordinary,Integrated  Mining
UTIP,BetaShares Inflation Protected US Trsy Bond CH ETF,N/A
USTB,Global X US Treasury Bond ETF (Currency Hedged). ETF,N/A
UVA,Uvre Limited Ordinary,Uranium
UYLD,Global X S&P 500 Covered Call ETF,N/A
VACF,Vanguard Australian Corp Fixed Interest Index ETF,N/A
VAE,Vanguard FTSE Asia EX Japan Shares Index ETF,N/A
VAP,Vanguard Australian Property Securities Index ETF,N/A
VAF,Vanguard Australian Fixed Interest Index ETF,N/A
VAR,Variscan Mines Limited Ordinary,Precious Metals & Minerals
VAS,Vanguard Australian Shares Index ETF,N/A
VBC,Verbrec Limited Ordinary,Construction & Engineering
VBLD,Vanguard Global Infrastructure Index ETF,N/A
VBND,Vanguard Global Aggregate Bond Index (Hedged) ETF,N/A
VBS,Vectus Biosystems Limited Ordinary,Biotechnology & Medical Research
VCF,Vanguard International Credit Securities Index (Hedged) ETF,N/A
VDBA,Vanguard Diversified Balanced Index ETF,N/A
VCX,Vicinity Centres Ordinary/Units Stapled Securities,Commercial REITs
VDGR,Vanguard Diversified Growth Index ETF,N/A
VDCO,Vanguard Diversified Conservative Index ETF,N/A
VDHG,Vanguard Diversified High Growth Index ETF,N/A
VEA,Viva Energy Group Limited Ordinary,Oil & Gas Refining and Marketing
VEE,Veem Ltd Ordinary,Shipbuilding
VEFI,Vanguard Ethically Conscious GLB AGG Bond Index (Hedged) ETF,N/A
VEN,Vintage Energy Ltd Ordinary,Integrated Oil & Gas
VEQ,Vanguard FTSE Europe Shares ETF,N/A
VESG,Vanguard Ethically Conscious International Shares Index ETF,N/A
VETH,Vanguard Ethically Conscious Australian Shares ETF,N/A
VEU,Vanguard All-World Ex-US Shares Index ETF,N/A
VFX,Visionflex Group Limited Ordinary,Software
VG1,VGI Partners Global Investments Limited Ordinary,Investment Management & Fund Operators
VGAD,Vanguard MSCI Index International Shares (Hedged) ETF,N/A
VGB,Vanguard Australian Government Bond Index ETF,N/A
VGE,Vanguard FTSE Emerging Markets Shares ETF,N/A
VGL,Vista Group International Limited Ordinary Foreign Exempt NZX,Software
VGS,Vanguard MSCI Index International Shares ETF,N/A
VHM,VHM Limited Ordinary,Construction Materials
VHT,Volpara Health Technologies Limited Ordinary,Advanced Medical Equipment & Technology
VHY,Vanguard Australian Shares High Yield ETF,N/A
VIF,Vanguard International Fixed Interest Index (Hedged) ETF,N/A
VIG,Victor Group Holdings Limited Ordinary,IT Services & Consulting
VIP,VIP Gloves Ltd Ordinary,"Medical Equipment, Supplies & Dist'n"
VISM,Vanguard MSCI International Small Companies Index ETF,N/A
VIT,Vitura Health Limited Ordinary,Pharmaceuticals
VIT,Vitura Health Limited Ordinary,Pharmaceuticals
VIT,Vitura Health Limited Ordinary,Pharmaceuticals
VKA,Viking Mines Limited Ordinary,Gold
VLC,Vanguard MSCI Australian Large Companies Index ETF,N/A
VLUE,Vaneck MSCI International Value ETF,N/A
VLS,Vita Life Sciences Limited. Ordinary,Pharmaceuticals
VMC,Venus Metals Corporation Limited Ordinary,Integrated  Mining
VMG,VDM Group Limited Ordinary,Integrated  Mining
VMIN,Vanguard Global Minimum Volatility Active ETF (Managed Fund) ETF,N/A
VMM,Viridis Mining and Minerals Limited Ordinary,Gold
VML,Vital Metals Limited Ordinary,Integrated  Mining
VMS,Venture Minerals Limited Ordinary,Integrated  Mining
VMSO,Venture Minerals Limited $0.04 Option Expiring 25-Jul-2025,Integrated  Mining
VN8,Vonex Limited. Ordinary,Wireless Telecommunications Services
VMT,Vmoto Limited Ordinary,Auto & Truck Manufacturers
VNGS,Vaughan Nelson Global Smid Fund (Managed Fund) ETF,N/A
VNL,Vinyl Group Ltd Ordinary,Online Services
VNT,Ventia Services Group Limited Ordinary,Construction & Engineering
VR1,Vection Technologies Ltd Ordinary,Software
VPR,Volt Power Group Limited Ordinary,Mining Support Services & Equipment
VR8,Vanadium Resources Limited Ordinary,Specialty Mining & Metals
VRC,Volt Resources Limited Ordinary,Specialty Mining & Metals
VRCOB,Volt Resources Limited $0.02 Option Expiring 30-Jun-2025,Specialty Mining & Metals
VRS,Veris Limited Ordinary,Business Support Services
VRX,VRX Silica Limited Ordinary,Specialty Mining & Metals
VSO,Vanguard MSCI Australian Small Companies Index ETF,N/A
VSL,Vulcan Steel Limited Ordinary,Steel
VSRO,Voltaic Strategic Resources Ltd $0.08 Option Expiring 30-Jun-2026,Electrical Components & Equipment
VSR,Voltaic Strategic Resources Ltd Ordinary,Electrical Components & Equipment
VTI,Visioneering Technologies Inc. CDI 1:1 US Prohibited,"Medical Equipment, Supplies & Dist'n"
VTM,Victory Metals Limited Ordinary,Gold
VTS,Vanguard US Total Market Shares Index ETF,N/A
VTX,Vertex Minerals Limited Ordinary,Gold
VTXOA,Vertex Minerals Limited $0.25 Option Expiring 17-Jul-2026,Gold
VUK,Virgin Money UK PLC CDI 1:1 Foreign Exempt LSE,Banks
VUL,Vulcan Energy Resources Limited Ordinary,Specialty Mining & Metals
VVLU,Vanguard Global Value Equity Active ETF (Managed Fund) ETF,N/A
VVA,Viva Leisure Limited Ordinary,Leisure & Recreation
W2V,Way2Vat Ltd. Ordinary,Financial Technology (Fintech)
VYS,Vysarn Limited Ordinary,Construction & Engineering
WA1,WA1 Resources Ltd Ordinary,Integrated  Mining
WA8,Warriedar Resources Limited Ordinary,Gold
WAA,WAM Active Limited Ordinary,Investment Management & Fund Operators
WAF,West African Resources Limited Ordinary,Gold
WAG,The Australian Wealth Advisors Group Limited Ordinary,Investment Banking & Brokerage Services
WAK,WA Kaolin Limited Ordinary,Construction Materials
WAM,WAM Capital Limited Ordinary,Investment Management & Fund Operators
WAR,WAM Strategic Value Limited Ordinary,Investment Management & Fund Operators
WAT,Waterco Limited Ordinary,Electrical Components & Equipment
WBCPH,Westpac Banking Corporation Cap Note 3-Bbsw+3.20% Perp non-CUM Red T-09-25,Banks
WAX,WAM Research Limited Ordinary,Investment Banking & Brokerage Services
WBC,Westpac Banking Corporation Ordinary,Banks
WBCPI,Westpac Banking Corporation Cap Note 3-Bbsw+3.70% Perp non-CUM Red T-07-24,Banks
WBCPJ,Westpac Banking Corporation Cap Note 3-Bbsw+3.40% Perp non-CUM Red T-03-27,Banks
WBCPK,Westpac Banking Corporation Cap Note 3-Bbsw+2.90% Perp non-CUM Red T-09-29,Banks
WBCPM,Westpac Banking Corporation Cap Note 3-Bbsw+3.10% Perp non-CUM Red T-09-31,Banks
WBCPL,Westpac Banking Corporation Cap Note 3-Bbsw+3.40% Perp non-CUM Red T-09-28,Banks
WBE,Whitebark Energy Ltd Ordinary,Oil & Gas Exploration and Production
WC1,West Cobar Metals Limited Ordinary,Specialty Mining & Metals
WBT,Weebit Nano Ltd Ordinary,Semiconductors
WCMQ,WCM Quality Global Growth Fund (Quoted Managed Fund) ETF,N/A
WC8,Wildcat Resources Limited Ordinary,Specialty Mining & Metals
WCN,White Cliff Minerals Limited Ordinary,Integrated  Mining
WCNO,White Cliff Minerals Limited $0.01 Option Expiring 30-Jun-2026,Integrated  Mining
WDMF,iShares Edge MSCI World Multifactor ETF,N/A
WDIV,SPDR S&P Global Dividend Fund ETF,N/A
WDS,Woodside Energy Group Ltd Ordinary,Oil & Gas Exploration and Production
WEB,Webjet Limited Ordinary,Leisure & Recreation
WEL,Winchester Energy Ltd Ordinary,Oil & Gas Exploration and Production
WEMG,SPDR S&P Emerging Markets Carbon Control Fund ETF,N/A
WEC,White Energy Company Limited Ordinary,Coal
WES,Wesfarmers Limited Ordinary,Department Stores
WFLOB,Wellfully Limited $0.03 Option Expiring 23-Dec-2024,Biotechnology & Medical Research
WGB,WAM Global Limited Ordinary,Investment Management & Fund Operators
WFL,Wellfully Limited Ordinary,Biotechnology & Medical Research
WGN,Wagners Holding Company Limited Ordinary,Construction Materials
WGR,Western Gold Resources Limited Ordinary,Gold
WGX,Westgold Resources Limited Ordinary,Gold
WHC,Whitehaven Coal Limited Ordinary,Coal
WHF,Whitefield Industrials Limited Ordinary,Holding Companies
WHFPA,Whitefield Industrials Limited 8.0% Cumulative Preference,Holding Companies
WHK,Whitehawk Limited Ordinary,Software
WHFPB,Whitefield Industrials Limited Conv Pref 3.75% 30-11-24 Semi SUB non-CUM Res Red,Investment Trusts
WIA,WIA Gold Limited Ordinary,Integrated  Mining
WIN,Widgie Nickel Limited Ordinary,Specialty Mining & Metals
WIRE,Global X Copper Miners ETF,N/A
WKT,Walkabout Resources Ltd Ordinary,Integrated  Mining
WLD,Wellard Limited Ordinary,Marine Freight & Logistics
WLE,WAM Leaders Limited Ordinary,Investment Management & Fund Operators
WMA,WAM Alternative Assets Limited Ordinary,Investment Management & Fund Operators
WMG,Western Mines Group Ltd Ordinary,Gold
WMI,WAM Microcap Limited Ordinary,Investment Management & Fund Operators
WML,Woomera Mining Limited Ordinary,Integrated  Mining
WMLOC,Woomera Mining Limited $0.04 Option Expiring 31-May-2024,Integrated  Mining
WNR,Wingara AG Ltd Ordinary,Fishing & Farming
WOA,Wide Open Agriculture Ltd Ordinary,Fishing & Farming
WNX,Wellnex Life Limited Ordinary,Other Specialty Retailers
WOR,Worley Limited Ordinary,Construction & Engineering
WOT,Wotso Property Ordinary/Units Stapled Securities,Commercial REITs
WOW,Woolworths Group Limited Ordinary,Food Retail & Distribution
WPR,Waypoint Reit Ordinary/Units Stapled Securities,Commercial REITs
WQG,WCM Global Growth Limited Ordinary,Investment Management & Fund Operators
WR1,Winsome Resources Limited Ordinary,Specialty Mining & Metals
WRK,Wrkr Ltd Ordinary,Software
WRLD,BetaShares Managed Risk Global Share Fund (Managed Fund) ETF,N/A
WSI,Weststar Industrial Limited Ordinary,Construction & Engineering
WSROA,Westar Resources Limited $0.04 Option Expiring 05-May-2025,Gold
WSR,Westar Resources Limited Ordinary,Gold
WTC,Wisetech Global Limited Ordinary,Software
WTN,Winton Land Limited Ordinary Foreign Exempt NZX,N/A
WTM,Waratah Minerals Limited Ordinary,Specialty Mining & Metals
WTL,WT Financial Group Limited Ordinary,Diversified Investment Services
WVOL,iShares MSCI World EX Aust Minimum Volatility ETF,N/A
WWG,Wiseway Group Limited Ordinary,"Courier, Postal, Air Freight&Land Log"
WWI,West Wits Mining Limited Ordinary,Integrated  Mining
WXHG,SPDR S&P World EX AUS Carbon Control (Hedged) Fund ETF,N/A
WXOZ,SPDR S&P World EX Australia Carbon Control Fund ETF,N/A
WYXO,Western Yilgarn NL $0.30 Option Expiring 12-Apr-2025,Integrated  Mining
WYX,Western Yilgarn NL Ordinary,Integrated  Mining
WZR,Wisr Limited Ordinary,Consumer Lending
X2M,X2M Connect Limited Ordinary,IT Services & Consulting
X64,Ten Sixty Four Limited Ordinary,Gold
X2MO,X2M Connect Limited $0.16 Option Expiring 31-Aug-2024,IT Services & Consulting
XALG,Alphinity Global Equity Fund (Managed Fund) ETF,N/A
XAM,Xanadu Mines Ltd Ordinary,Integrated  Mining
XASG,Alphinity Global Sustainable Fund (Managed Fund) ETF,N/A
XARO,Activex Ardea Real Outcome Bond Fund (Managed Fund) ETF,N/A
XCO2,Vaneck Global Carbon Credits ETF (Synthetic) ETF,N/A
XF1,Xref Limited Ordinary,Employment Services
XGL,Xamble Group Limited CDI 1:1,Advertising & Marketing
XGOV,Vaneck 10+ Year Australian Government Bond ETF,N/A
XMET,BetaShares Energy Transition Metals ETF,N/A
XPN,Xpon Technologies Group Limited Ordinary,IT Services & Consulting
XRF,XRF Scientific Limited Ordinary,Office Equipment
XRG,Xreality Group Ltd Ordinary,Leisure & Recreation
XST,Xstate Resources Limited Ordinary,Oil & Gas Exploration and Production
XRO,Xero Limited Ordinary,Software
XTC,XTC Lithium Limited Ordinary,Integrated  Mining
XTCO,XTC Lithium Limited $0.70 Option Expiring 30-Sep-2024,Integrated  Mining
XTCOA,XTC Lithium Limited $3.00 Option Expiring 10-Jun-2024,Integrated  Mining
YANK,BetaShares Strong U.S. Dollar Fund (Hedge Fund) ETF,N/A
YAL,Yancoal Australia Limited Ordinary,Coal
YAR,Yari Minerals Limited Ordinary,Specialty Mining & Metals
YAROD,Yari Minerals Limited $0.04 Option Expiring 31-Dec-2024,Specialty Mining & Metals
YOJ,Yojee Limited Ordinary,Software
YMAX,BetaShares Australian Top 20 Equity Yield Maximiser Fund (Managed Fund) ETF,N/A
YOW,Yowie Group Ltd Ordinary,Food Processing
YPBO,YPB Group Ltd $0.02 Option Expiring 05-Jul-2024,IT Services & Consulting
YPB,YPB Group Ltd Ordinary,IT Services & Consulting
YRL,Yandal Resources Limited Ordinary,Gold
Z2U,Zoom2u Technologies Limited Ordinary,Software
ZAG,Zuleika Gold Limited Ordinary,Gold
ZEO,Zeotech Limited Ordinary,Mining Support Services & Equipment
ZER,Zeta Resources Limited Ordinary,Closed End Funds
ZEU,Zeus Resources Limited Ordinary,Uranium
ZEUO,Zeus Resources Limited $0.02 Option Expiring 07-Feb-2025,Uranium
ZGL,Zicom Group Limited Ordinary,Oil Related Services and Equipment
ZIM,Zimplats Holdings Limited 10c US Ordinary,Precious Metals & Minerals
ZIP,Zip Co Limited. Ordinary,Consumer Lending
ZLD,Zelira Therapeutics Limited Ordinary,Biotechnology & Medical Research
ZMI,Zinc of Ireland NL Ordinary,Integrated  Mining
ZMM,Zimi Limited Ordinary,Electrical Components & Equipment
ZNC,Zenith Minerals Limited Ordinary,Integrated  Mining
ZNO,Zoono Group Limited Ordinary,Personal Products
ZYAU,Global X S&P/ASX 200 High Dividend ETF,N/A
ZYUS,Global X S&P 500 High Yield Low Volatility ETF,N/A
